tweet;;;;;;;;;;;;;;;;;;;;;;;near;geo;source;user_rt_id;user_rt;retweet_id;reply_to;retweet_date;translate;trans_src;trans_dest
@sehatAQUA #PakaiMasker setiap hari dan ga lupa juga minum air putih yg banyak agar imunitas tubuh kita tetap stabil 👍;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
Yuk selalu gunakan masker saat kalian beraktifitas diluar rumah dan tetap patuhi protokol kesehatan ya 🤗 #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
beraktifitas diluar rumah atau dimana aja nih, jangan lupa nih  tetap sama pentingnya menerapkan protokol kesehatan ya! Yuk tetap #PakaiMasker  https://t.co/3sLgwfs2Ir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@sehatAQUA lindungi dirimu dan orang lain dengan memakai masker #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
Yuk selalu #PakaiMasker maskermu untuk kesehatanku, maskerku untuk kesehatanmu  https://t.co/5aCms4FUzO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Menerapkan protokol kesehatan ditempat kerja merupakan salah satu cara meminimalisir penyebaran covid-19 #PakaiMasker  https://t.co/8TjxsuEDqW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selalu #PakaiMasker saat diluar rumah lo guys. Walaupun udah new normal tapi makser tetap di nomor satuin dong yak🔥🔥;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
"@fermendkis Dah pakek masker, kena angin, tambah ga kelihatan. Definisi ""jangan memandang rupa"" #PakaiMasker  https://t.co/gJdMjEv5n3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'fermendkis', 'name': 'Menda 🍁', 'id': '231676904'}];;;;
@sehatAQUA kesehatanmu ada di dirimu sendiri.. lindungi dirimu dan orang sekitarmu dengan tetap #PakaiMasker , jaga jarak aman, patuhi protokol kesehatan..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
Jangan lupa nih kita harus selalu terapkan hidup sehat tetap #PakaiMasker  dan disiplin protokol kesehan gaes.  https://t.co/QAT4ECqopg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ikutan #PakaiMasker ah Bang! Karena udah keseringan pakai masker, sekarang malah gak pede kalau keluar Rumah tanpa masker 😬  https://t.co/uLi3nlVTCY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#PakaiMasker Adalah bentuk kepatuhan kita sekaligus melindungi dari virus covid19  https://t.co/5Ggjd6ntGv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Yuk saling mengingatkan untuk mematuhi protokol kesehatan agar kita terbebas dari covid-19 #PakaiMasker  https://t.co/WN7YBb9OEg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Kemanapun pergi beraktivitas selalu pakai masker untuk keamanan dan mematuhi protokol  kesehatan. #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sejak kemana-mana sekarang harus #PakaiMasker gue jadi irit makeup dan mulai merasa apa gue ini maskergenic ya 🤔 pas pake masker lebih cakepan. Mana coba liat foto kalian yg lagi pake masker juga!  https://t.co/pLgv62AkWw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#PakaiMasker jaga jarak dan menjaga kebersiahan serta mencuci tangan merupakan upaya kita untuk memutus tali rantai virus korona ini, ayoo kita bersama2 jangan lupa gunakan masker ketika beraktivitas diluar rumah  https://t.co/sjd5akku1q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@auliashandra05 Yuk saling ingetin  #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'auliashandra05', 'name': 'A U L', 'id': '1243832370'}];;;;
@AlvianYudhstira Tetap  #PakaiMasker biar terhindar dari virus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'AlvianYudhstira', 'name': 'Anamama', 'id': '1149950460649857025'}];;;;
Patuhi protokol kesehatan dan selalu memakai masker saat beraktifitas keluar rumah agar kita aman dari virus corona #PakaiMasker  https://t.co/qVFvnwcLAZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@sehatAQUA Karena sudah ada peraturan protokol kesehatan maka wajib #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
@sehatAQUA Saat beraktifitas diluar rumah selalu untuk biasakan memakai masker dan juga mematuhi protokol kesehatan seperti mencuci tangan dengan sabun, dan juga menjaga jarak untuk memutus mata rantai penyebaran. Dan selalu membawa handsanitazer 😊 #Pa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
Pakai masker yuk #PakaiMasker kemanapun pergi wajib pakai masker biar terhindar dari virus.  https://t.co/kb4G098dKG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@sehatAQUA Selalu dong kl beraktivitas di luar rumah pakai masker, disiplin lakukan protokol kesehatan #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
Selalu jaga kesehatan dan patuhi protokol kesehatan dan jangan lupa selalu #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Tetap harus bermasker saat kita di luar rumah, upaya kita menghindari penularan virus . Yuk #PakaiMasker  https://t.co/ZN4dNb5hNx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jaga kesehatan ya gais,masa pandemi gini gampang bgt buat nularin virus covid,yuk pakai masker #PakaiMasker  https://t.co/nx335AwsVm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@intansihaf sehat itu mahal #PakaiMasker makannya biar sehat terus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@sehatAQUA aku juga pakr masker dong supaya tetap sehat dan selalu minum air putih yang sehat juga aqua contohnya #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
@sehatAQUA Aku kemana mana selalu #PakaiMasker dong karena sayang kesehatan demi keamanan juga. Semuanya jg harus pakai yaa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
Kalo mau keluar rumah #PakaiMasker ya jangan lupa. Kecuali ga ada lubang hidung sama mulut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Semoga pandemi nya cpt selesai,makanya harus tetap patuhi protokol kesehatan ya #PakaiMasker  https://t.co/i1K4xzNRal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@sehatAQUA Kemana-mana wajib pakai masker dong 😆😎  #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
selalu #PakaiMasker itu penting, terutama kalau bicara sama orang  https://t.co/ys4zhSx3xI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Mari kita bersama putuskan rantai penyebaran covid-19 dengan selalu mematuhi protokol kesehatan, seperti memakai masker, mencuci tangan dan menjaga jarak #PakaiMasker  https://t.co/ulZb07prQi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
"Yuk sma"" jaga kesehatan dan pakai masker yaa #PakaiMasker  https://t.co/uUuqHV1Jpi";;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Aku kemana mana selalu #PakaiMasker kalian pake ga hayoo? Harus pake yaa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Memakai masker,l perlindungan terbaik dari serangan virus Corona #PakaiMasker  https://t.co/himgkkO9n0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Mari kita bersama putuskan rantai penyebaran covid-19 dengan selalu mematuhi protokol kesehatan, seperti memakai masker, mencuci tangan dan menjaga jarak #PakaiMasker  https://t.co/SbpdXFbMcZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ga mau kena virus kan? Ayok putus rantai penyebaran virus dengan cara  #PakaiMasker kemanapun kamu pergi.  https://t.co/ty0gqSKvdx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Lindungi orang tua biar gak kena virus, makanya gw  #PakaiMasker  https://t.co/3PfG1gMcAi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
jiah lemes amat posenya kek abis bayar cicilan  ini gayaku, mana gaya kalian yg #PakaiMasker pap dong mniez  https://t.co/CUCW2kV724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Masih banyak nih masyarakat yg gapke masker,yuk ah patuhi protokol kesehatan demi terciptanya new normal yg sehat #PakaiMasker  https://t.co/2BusDjTmNO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sayangi tubuhmu dan patuhi prokes yang berlaku tentunya jangan lupa #PakaiMasker yaaaaa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selalu #PakaiMasker saat keluar rumah ya, lindungi keluarga anda dari virus corona  https://t.co/mJ0scMmmKe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@ferignw_ Aku jugaa selalu #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Yok kita harus kompak lawan pandemi ini, jangan lupa tetap bermasker upaya kita menghindari penularan ya. #PakaiMasker  https://t.co/C1NTdFKD9r;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Makin banyak yang positip , mari kita semua #PakaiMasker  https://t.co/Lh3v2ZBQB1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Demi memutus rantai penyebaran virus corona, yuk selalu #PakaiMasker  https://t.co/eqUtSoz6ih;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sayangi keluarga anda dengan tetap menjaga kebersihan diri dan menjalan protokol kesehatan covid #PakaiMasker  https://t.co/2KE8XJ50J1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Aku #PakaiMasker dah kayak anak buah kakashi blm ya??  https://t.co/NmiCyAfyie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Semuanya jangan lupa ya #PakaiMasker dan selalu jaga kesehatan juga yaaa  https://t.co/3VCXzhL8Ua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@Onyekcuuu tak pernah berhenti #PakaiMasker aku mah tiap mau keluar rumah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'Onyekcuuu', 'name': 'Ichaa.', 'id': '1167725565291331584'}];;;;
Semua wajib memakai masker karena siapapun bisa terkena dan menularkan virus ini,patuhi terus protokol kesehatan #PakaiMasker  https://t.co/gKuOCGE6Zk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Aku #PakaiMasker biar gakeliatan aja muka judesnya. Karna kta org yg gakenal sama aku, muka aku judes 💔💔 kalo alasan kalian #PakaiMasker apa kalo bole tauuu 👉👈  https://t.co/Gud3ZEv9kK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Pernah bosan jika diingatkan tentang memakai masker karena hal tersebut adalah untuk kepentingan kesehatan diri anda sendiri #PakaiMasker  https://t.co/mfXvFCgMMz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
gue kemana2 sekarang selalu #PakaiMasker biar ga di katain jenglot juga si kalau orang liat komuk gue  https://t.co/B5NxiU1eGb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Mau ke pasar harus #PakaiMasker biar gak kena virus  https://t.co/aFobZWmebG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@sehatAQUA Selalu pakai masker dong kalau berpergian keluar rumah apalagi di situasi kondisi pandemi seperti ini harus patuh prokes demi keselamatan bersama #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
@mangbucin_ Bener bnget kalo pake masker bawaannya pede aja gitu #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'mangbucin_', 'name': 'Mamang Bucin', 'id': '1212557734777802754'}];;;;
@sehatAQUA Emg wajib bgt nih #PakaiMasker untuk cegah penularan covid yang semakin marak.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
@aishakinaaa Aku #PakaiMasker supaya:  Mematuhi himbauan pemerintah ❌❌❌ Mencegah persebaran virus❌❌❌ Supaya gak dikenali❌❌❌ Supaya gak kena tilang✔️✔️✔️;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'aishakinaaa', 'name': 'Kina!', 'id': '1045351306439737344'}];;;;
@DiajengLrst Koordinasi kerja tetap #pakaimasker.  https://t.co/9co1q9ALAk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'DiajengLrst', 'name': '𝚊𝚢𝚊𝚜', 'id': '43035169'}];;;;
#PakaiMasker sudah menjadi hal yang diutamakan dimasa Pandemi ini, jadi jangan biar bila tidak pakai masker,  https://t.co/VR2UlQ7fUV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@sehatAQUA #PakaiMasker tuh wajib banget lo guys yuk ikutin terus protokol kesehatan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
"si niaaat!!  cuma gua setuju sekarang tuh kita emang apa-apa harus #PakaiMasker. ke kantor, naik motor, jalan ke warung, pokonya segala kegiatan dah. malah sampe pas beli baso aja abangnya skarang nanya ""ini basonya mau pake masker gak mas?""  https://t.co/Jm77W4odSa";;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#PakaiMasker penting, jaga jarak penting, cuci tangan penting. Ingatt  https://t.co/Xb59TTRTMN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa jika beraktifitas diluar rumah harus menerapkan protokol kesehatan ya. Ingat 3M, Memakai masker, Menjaga jarak dan Mencuci tangan ya! #PakaiMasker  https://t.co/vMTWWJBI0W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@AmanneRutma aku patuhi kok #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'AmanneRutma', 'name': '𝐒𝐚𝐝𝐠𝐢𝐫𝐥', 'id': '1137617264838975489'}];;;;
@Nyusaheeeen_ Oiya satu lagi nih. #PakaiMasker juga bisa bikin kita lebih kek mirip oppa oppa korea wkwkwk. Jadi selain buat penampilan, buat kesehatan juga dong pastinya.  https://t.co/NOpRkSfOQK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'Nyusaheeeen_', 'name': 'RINDUkamu', 'id': '4782441702'}];;;;
@sehatAQUA Pakek donk .. dimana pun berada harus pakai masker karena itu penting banget #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
@sehatAQUA Selalu #PakaiMasker dong, kalo gak nanti disemprit pak polisi.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
Jangan lupa pakai masker dimana pun kalian beraktivitas dan patuhi protokol kesehatan #PakaiMasker  https://t.co/GnAXvmQRJH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@SyinkaAF Tetap  #PakaiMasker demi kita semua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'SyinkaAF', 'name': 'S Y I N K A', 'id': '1161983851129737216'}];;;;
@Nyusaheeeen_ Yuk cegah virus, dengan #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'Nyusaheeeen_', 'name': 'RINDUkamu', 'id': '4782441702'}];;;;
@apinbae24 Hahaha gua juga gitu kalo #PakaiMasker pas naik motor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'apinbae24', 'name': '𝕄ℙ𝕀ℕ 🎯', 'id': '1164063517638402048'}];;;;
@sehatAQUA Selalu dong, kan pakai masker buat melindungi aku dan kamu  Kita saling peduli  #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
@Nyusaheeeen_ Wah jadi keren ya kalo #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'Nyusaheeeen_', 'name': 'RINDUkamu', 'id': '4782441702'}];;;;
Ingat2 yaa gaes selalu #PakaiMasker kapanpun dan dimanapun agar kita semua terhindar dari Covid19 😇  https://t.co/TUBDY1FovE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@Bangdjoo Karungin ajaaa #PakaiMasker   https://t.co/PPtXSGFYI7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Wujudkan kasih sayangmu pada keluarga dengan cara #PakaiMasker untuk menghindari penularan covid19  https://t.co/oh8ShhOopO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
demi kesehatan orang banyak teruslah untuk patuhi dengan #PakaiMasker saat kemanapun terutama di tempat keramaian,  https://t.co/Y5WhT17A0H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Baru-baru ini masker tidak hanya digunakan untuk pelindung berbagai penyakit namun juga sebagai Trend fashion #PakaiMasker  https://t.co/tgh0WnpIi6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#PakaiMasker dan selalu terapkan protokol kesehatan ya  https://t.co/AlzblRcEai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@apinbae24 Slalu pake msker pin #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'apinbae24', 'name': '𝕄ℙ𝕀ℕ 🎯', 'id': '1164063517638402048'}];;;;
@bukan_jojo Pas keluar rumah dong #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@sehatAQUA Selaku dong #PakaiMasker kudu wajib nurutin protokol kesehatan itung itung dedikasi buat Negera :);;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
@fermendkis Ikutan ah #PakaiMasker  https://t.co/IFJh4sRIpe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'fermendkis', 'name': 'Menda 🍁', 'id': '231676904'}];;;;
@BosRiyan cara mencegah penyebaran #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'BosRiyan', 'name': 'Paman Muda', 'id': '796854135576350720'}];;;;
@Milleniial selalu #PakaiMasker dong aku mah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'Milleniial', 'name': '666', 'id': '1148839292887691265'}];;;;
@sayadebus Jangan lupa maskernya ya.. #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sayadebus', 'name': '🐣', 'id': '1113655561868828672'}];;;;
@fifybebby Tetap  #PakaiMasker jaga jarak &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
@ahdwik yuk bisa yuk #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'ahdwik', 'name': 'Dwik', 'id': '998492541967253506'}];;;;
Kasus covid19 udah 200rb, masih mau tenang2 aja? Ayo dong selalu #PakaiMasker Biar kasusnya ga nambah2:(  https://t.co/QSsjblHQcI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Aku juga #PakaiMasker biar bisa saingan sama catwoman, bedanya dia maskeran se mata mata, gue semulut mulut + lebih cantikan dia emang.  https://t.co/xEZQ6YsTWZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Simple kok, kita cukup gunakan #PakaiMasker dan rajin mencuci tangan  https://t.co/EKXubeQgPj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sekarang kalo mau keluar rumah selalu inget untuk menerapkan 3M ya, yaitu memakai masker, menjaga jarak dan mencuci tangan  #PakaiMasker  https://t.co/Gn1M5GGwEq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@bung_gondrong Iyaa.. #PakaiMasker buat orang tersayang kita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'bung_Gondrong', 'name': '_samsureffil', 'id': '1077384215686049793'}];;;;
Guys aku harap kalian semua Always #PakaiMasker yaaa  https://t.co/6rszM8aPCC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@panjiraharja_ wajib #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@intansihaf Tetap  #PakaiMasker sipp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Hari gini wajib   #PakaiMasker biar bebas dari corona yang jahat     https://t.co/5rpos9odsT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@auliashandra05 selalu gunakan #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'auliashandra05', 'name': 'A U L', 'id': '1243832370'}];;;;
@Onyekcuuu Tetap  #PakaiMasker mkasih dah ingetin kita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'Onyekcuuu', 'name': 'Ichaa.', 'id': '1167725565291331584'}];;;;
#PakaiMasker adalah cara yang paling aman dalam mengatasi Pandemi ini, jadi ayo bersama untuk terus pakai masker,  https://t.co/ltOttnYB9m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Aku #PakaiMasker untuk keluargaku yang sangat aku cintai terutama untuk Mamak yang memiliki penyakit bawaan  https://t.co/tESkOykUzn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ayo sama2 kita putus rantai penyebaran Covid19 dgn selalu terapkan prokes ya! #PakaiMasker  https://t.co/O7ESBG40A1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
semoga wabahnya segera berakhir #PakaiMasker terus yahh kemana pun kita pergi  https://t.co/nPsQhQhG4Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Saat beraktivitas diluar rumah wajib #PakaiMasker ya, agar aman selalu dari virus corona  https://t.co/Kv1Xh0zb4B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Mari kita berdisiplin memakai masker untuk keselamatan diri kita dan keluarga kita yang kita sayangi #PakaiMasker  https://t.co/exc0oLJDfK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@gowjek Tetap  #PakaiMasker + jaga jarak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'gowjek', 'name': 'dil', 'id': '1004713276695932928'}];;;;
Mohon izin, Ndan. Gue juga jadi sering #PakaiMasker karena kalo nggak pake serasa jd musuh bersama.  https://t.co/cSd6RRFceO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selain #PakaiMasker ayo terapkan juga 3M serta prokes lainnya,  agar kita selalu terlindungi  https://t.co/tcfAvvdsA6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@DiajengLrst Adanya boomerang #PakaiMasker nih kak 💃💃  https://t.co/LxGpzVAcIm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'DiajengLrst', 'name': '𝚊𝚢𝚊𝚜', 'id': '43035169'}];;;;
#PakaiMasker dan cuci tangan dengan sabun untuk agar terlindungi dari virus Corona  https://t.co/q55sMNzp8I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Baner aja #PakaiMasker masa kamu engga sih.  Masker kan buat lindungi diri kmu sendiri ☺️  https://t.co/sn69Q6ea1D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@SobatAnyeb menjauhi kerumunan, ingat #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'SobatAnyeb', 'name': 'Re', 'id': '1127137802439671808'}];;;;
Ayolah #PakaiMasker ga kasian apa sama tenaga medis yang udah berjuang??? Tetap terapkan protokol kesehatan ketika bepergian  https://t.co/TbzsedE5oy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Alesan aku #PakaiMasker selama Pandemi ya untuk melindungi diriku , dan melindung kita semua dari wabah ini  https://t.co/lnnWGt0dDH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jaga jarak dan #PakaiMasker itu harus dan penting yaaa .  https://t.co/l3HdzQ575m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Lindungi dirimu dan keluargamu dengan selalu mematuhi protokol kesehatan, tetap selalu memakai masker dan menjaga jarak serta mencuci tangan atau membawa handsanitizer #PakaiMasker  https://t.co/wJWLMnIzGU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sebelum ada virus corona, gw selalu pakai masker #PakaiMasker  https://t.co/DvOlfkkJAK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#PakaiMasker agar virus tak berani mendekat dan kita pun selalu sehat,  https://t.co/q9guarsXRV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@Alakatur_ mantap taat aturan #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'Alakatur_', 'name': 'P I N T A R ☄️', 'id': '1170633300731281408'}];;;;
@QueenOfBarbar Aku juga selalu #PakaiMasker tiap mau keluar rumah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'QueenOfBarbar', 'name': 'Bebe Cabita 👸🏻', 'id': '1085450512697159680'}];;;;
Jangan menyerah, kita pasti bizarre melewati ini semua dengan selalu #PakaiMasker  https://t.co/n62kvg4cSe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@sehatAQUA Selalu dong, kan masker ku melindungi aku dan kamuu #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'sehatAQUA', 'name': 'AQUA - #PakaiMasker', 'id': '121657158'}];;;;
#PakaiMasker nya sebelum kalian dan keluarga tertular,  jangan anggap remeh virus ini  https://t.co/Rrpw0pa4yr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan malas #PakaiMasker yaa. Para nakes telah berjuang untuk kesehatan mereka semua. Sedangkan kita masak masih sering tidak tertib protokol kesehatan. Gak maluu apa.  https://t.co/Yvjfm4B0NN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
